,group,name,fullname,param,options_disable_gc,options_timer,options_min_rounds,options_max_time,options_min_time,options_warmup,stats_min,stats_max,stats_mean,stats_stddev,stats_rounds,stats_median,stats_iqr,stats_q1,stats_q3,stats_iqr_outliers,stats_stddev_outliers,stats_outliers,stats_ld15iqr,stats_hd15iqr,stats_ops,stats_total,stats_iterations,params_dtype,params_size,params_density,params_get_operation,extra_info_dtype
0,numpy-2-dense,test_linear_algebra_unary[numpy-2-dense-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-2-dense-eigenvalues],numpy-2-dense-eigenvalues,False,perf_counter,5,1.0,5e-06,False,1.5245000014374455e-05,5.977499998266467e-05,1.632376922973304e-05,4.456508942192855e-06,104,1.5634999996905208e-05,3.0549999507911707e-07,1.5493999995896957e-05,1.5799499990976074e-05,12,3,3;12,1.5245000014374455e-05,1.6272999999955573e-05,61260.361251526585,0.0016976719998922363,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],2,dense,eigenvalues,numpy
1,numpy-2-dense,test_linear_algebra_unary[numpy-2-dense-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-2-dense-expm],numpy-2-dense-expm,False,perf_counter,5,1.0,5e-06,False,0.0003526279999732651,0.0008670549999862942,0.0007305700540544765,0.00014519564267317537,74,0.0007882614999914495,1.5233999988595315e-05,0.0007820620000131839,0.0007972960000017792,16,12,12;16,0.0007806200000004537,0.0008242799999891304,1368.7941278871974,0.054062184000031266,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],2,dense,expm,numpy
2,numpy-2-sparse,test_linear_algebra_unary[numpy-2-sparse-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-2-sparse-eigenvalues],numpy-2-sparse-eigenvalues,False,perf_counter,5,1.0,5e-06,False,5.616000009922573e-06,0.00014050300001144933,8.224144554775193e-06,4.667994752230967e-06,16409,6.017000004021611e-06,6.8424998289629e-07,5.865000019866784e-06,6.549250002763074e-06,3969,3857,3857;3969,5.616000009922573e-06,7.57999998768355e-06,121593.19347315814,0.13494998799930613,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],2,sparse,eigenvalues,numpy
3,numpy-2-sparse,test_linear_algebra_unary[numpy-2-sparse-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-2-sparse-expm],numpy-2-sparse-expm,False,perf_counter,5,1.0,5e-06,False,0.00015828100001158418,0.00043703500000447093,0.0001714047528970641,2.122079792973116e-05,2934,0.00016453349999778766,7.823999965239636e-06,0.00016128500001855173,0.00016910899998379136,441,330,330;441,0.00015828100001158418,0.0001809340000136217,5834.143937656984,0.5029015449999861,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],2,sparse,expm,numpy
4,numpy-4-dense,test_linear_algebra_unary[numpy-4-dense-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-4-dense-eigenvalues],numpy-4-dense-eigenvalues,False,perf_counter,5,1.0,5e-06,False,6.777999999485473e-06,4.132700001946432e-05,7.187343519472425e-06,1.3831914052608578e-06,29288,7.015999983650545e-06,1.910000264615519e-07,6.942999988268639e-06,7.134000014730191e-06,1406,331,331;1406,6.777999999485473e-06,7.420999992291399e-06,139133.46388561145,0.21050291699830836,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],4,dense,eigenvalues,numpy
5,numpy-4-dense,test_linear_algebra_unary[numpy-4-dense-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-4-dense-expm],numpy-4-dense-expm,False,perf_counter,5,1.0,5e-06,False,0.00020670400002131828,0.0003570529999876726,0.00021644988237578094,1.0237253717319578e-05,2559,0.00021512699998993412,2.600749986925166e-06,0.0002138449999975478,0.00021644574998447297,353,82,82;353,0.00020996000000650383,0.00022038000000179636,4620.007130629388,0.5538952489996234,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],4,dense,expm,numpy
6,numpy-4-sparse,test_linear_algebra_unary[numpy-4-sparse-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-4-sparse-eigenvalues],numpy-4-sparse-eigenvalues,False,perf_counter,5,1.0,5e-06,False,6.788999996842904e-06,4.1506000002300425e-05,7.264541601370683e-06,1.0776901387338084e-06,27439,7.026999981007975e-06,5.720000046949281e-07,6.9580000001678854e-06,7.5300000048628135e-06,219,227,227;219,6.788999996842904e-06,8.394000019507075e-06,137654.93473274607,0.19933175700001016,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],4,sparse,eigenvalues,numpy
7,numpy-4-sparse,test_linear_algebra_unary[numpy-4-sparse-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-4-sparse-expm],numpy-4-sparse-expm,False,perf_counter,5,1.0,5e-06,False,0.00017191000000593704,0.00021139700001526762,0.00017744936998306048,3.5552960068373118e-06,2965,0.0001768189999893366,1.8780000132778696e-06,0.00017597474999320184,0.0001778527500064797,202,219,219;202,0.00017317199998956312,0.00018067400000632006,5635.4102586865265,0.5261373819997743,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],4,sparse,expm,numpy
8,numpy-8-dense,test_linear_algebra_unary[numpy-8-dense-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-8-dense-eigenvalues],numpy-8-dense-eigenvalues,False,perf_counter,5,1.0,5e-06,False,9.775999984640293e-06,4.991299999801413e-05,1.033907503194069e-05,1.4866933521358521e-06,25176,1.0008999993260659e-05,7.839999796033226e-07,9.96100001771083e-06,1.0744999997314153e-05,271,276,276;271,9.775999984640293e-06,1.201300000275296e-05,96720.45099882554,0.2602965530041388,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],8,dense,eigenvalues,numpy
9,numpy-8-dense,test_linear_algebra_unary[numpy-8-dense-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-8-dense-expm],numpy-8-dense-expm,False,perf_counter,5,1.0,5e-06,False,0.0005030860000090343,0.004928755000008778,0.0005181308098412673,0.00010109949997160352,1951,0.0005127500000128293,6.074000019395953e-06,0.0005100777499933429,0.0005161517500127388,126,12,12;126,0.0005030860000090343,0.00052533199999516,1930.014546531901,1.0108732100003124,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],8,dense,expm,numpy
10,numpy-8-sparse,test_linear_algebra_unary[numpy-8-sparse-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-8-sparse-eigenvalues],numpy-8-sparse-eigenvalues,False,perf_counter,5,1.0,5e-06,False,9.489999996503684e-06,3.866099999072503e-05,1.2081046727611696e-05,5.185102168028454e-06,14638,9.69900000313828e-06,1.1800000265793642e-07,9.658000010404066e-06,9.776000013062003e-06,2869,2536,2536;2869,9.489999996503684e-06,9.953999978051797e-06,82774.28459195192,0.17684236199878,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],8,sparse,eigenvalues,numpy
11,numpy-8-sparse,test_linear_algebra_unary[numpy-8-sparse-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-8-sparse-expm],numpy-8-sparse-expm,False,perf_counter,5,1.0,5e-06,False,0.0004186239999910413,0.014006922999982407,0.0004411850750970098,0.00028860585453337244,2317,0.00042955899999697067,7.722000020748965e-06,0.00042622224998467573,0.0004339442500054247,116,5,5;116,0.0004186239999910413,0.0004456020000134231,2266.6224594748937,1.0222258189997717,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],8,sparse,expm,numpy
12,numpy-16-dense,test_linear_algebra_unary[numpy-16-dense-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-16-dense-eigenvalues],numpy-16-dense-eigenvalues,False,perf_counter,5,1.0,5e-06,False,1.919599998245758e-05,6.049099999927421e-05,2.3613995504843045e-05,9.576479224285164e-06,10456,1.945799999703013e-05,1.260000033198594e-07,1.9406999996363083e-05,1.9532999999682943e-05,1904,1636,1636;1904,1.9230000020797888e-05,1.9723999997722785e-05,42347.767864820155,0.2469079369986389,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],16,dense,eigenvalues,numpy
13,numpy-16-dense,test_linear_algebra_unary[numpy-16-dense-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-16-dense-expm],numpy-16-dense-expm,False,perf_counter,5,1.0,5e-06,False,0.000688071000013224,0.06136467400000356,0.0008363538502207396,0.0017733305295338515,1589,0.0007171310000160247,1.6997249986161478e-05,0.0007098667500002875,0.000726863999986449,144,19,19;144,0.000688071000013224,0.0007528050000189523,1195.6661641912322,1.3289662680007552,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],16,dense,expm,numpy
14,numpy-16-sparse,test_linear_algebra_unary[numpy-16-sparse-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-16-sparse-eigenvalues],numpy-16-sparse-eigenvalues,False,perf_counter,5,1.0,5e-06,False,1.846500001079221e-05,6.145699998683085e-05,2.2453506747380298e-05,8.65556784357839e-06,10078,1.8734000008180374e-05,1.610000026630587e-07,1.8672999999580497e-05,1.8834000002243556e-05,1977,1580,1580;1977,1.846500001079221e-05,1.9076999990375043e-05,44536.47313316314,0.22628644100009865,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],16,sparse,eigenvalues,numpy
15,numpy-16-sparse,test_linear_algebra_unary[numpy-16-sparse-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-16-sparse-expm],numpy-16-sparse-expm,False,perf_counter,5,1.0,5e-06,False,0.000681146999994553,0.008057949999994207,0.0007262419278147745,0.00020306962110056462,1510,0.0007110255000100096,1.521600000842227e-05,0.0007038580000084949,0.0007190740000169171,83,19,19;83,0.000681146999994553,0.0007420009999918875,1376.9516213542638,1.0966253110003095,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],16,sparse,expm,numpy
16,numpy-32-dense,test_linear_algebra_unary[numpy-32-dense-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-32-dense-eigenvalues],numpy-32-dense-eigenvalues,False,perf_counter,5,1.0,5e-06,False,6.430199999840625e-05,0.0004504900000199541,8.859326163118617e-05,3.747015225242505e-05,1999,6.769299997699818e-05,4.3835999989028096e-05,6.674100001191619e-05,0.00011057700000094428,5,493,493;5,6.430199999840625e-05,0.00018253400000389775,11287.54017617052,0.17709793000074114,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],32,dense,eigenvalues,numpy
17,numpy-32-dense,test_linear_algebra_unary[numpy-32-dense-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-32-dense-expm],numpy-32-dense-expm,False,perf_counter,5,1.0,5e-06,False,0.0013245380000057594,0.026779032999996844,0.0014772407638887664,0.0014689636614082697,720,0.0013784050000111847,2.7710499992394944e-05,0.0013646815000072365,0.0013923919999996315,33,3,3;33,0.0013245380000057594,0.001434599000020853,676.9377236568718,1.0636133499999119,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],32,dense,expm,numpy
18,numpy-32-sparse,test_linear_algebra_unary[numpy-32-sparse-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-32-sparse-eigenvalues],numpy-32-sparse-eigenvalues,False,perf_counter,5,1.0,5e-06,False,5.963400002428898e-05,0.00044123500001092,7.015824030568364e-05,2.4274287101522415e-05,5364,6.16465000007338e-05,1.6264999942450231e-06,6.0928999999987354e-05,6.255549999423238e-05,748,597,597;748,5.963400002428898e-05,6.500599999981205e-05,14253.493184021441,0.376328800999687,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],32,sparse,eigenvalues,numpy
19,numpy-32-sparse,test_linear_algebra_unary[numpy-32-sparse-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-32-sparse-expm],numpy-32-sparse-expm,False,perf_counter,5,1.0,5e-06,False,0.0012747840000031374,0.06441207400001758,0.0021960534025967345,0.007186877860231987,77,0.001320985000006658,2.8648750003412715e-05,0.001308390249995739,0.0013370389999991517,8,1,1;8,0.0012747840000031374,0.0015271960000120544,455.3623326361485,0.16909611199994856,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],32,sparse,expm,numpy
20,numpy-64-dense,test_linear_algebra_unary[numpy-64-dense-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-64-dense-eigenvalues],numpy-64-dense-eigenvalues,False,perf_counter,5,1.0,5e-06,False,0.0005022169999904236,0.0016099210000106723,0.0008676909639624219,0.0003199789294006891,111,0.0011303320000024542,0.0005866305000026273,0.000566166249988953,0.0011527967499915803,0,34,34;0,0.0005022169999904236,0.0016099210000106723,1152.4840542690129,0.09631369699982884,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],64,dense,eigenvalues,numpy
21,numpy-64-dense,test_linear_algebra_unary[numpy-64-dense-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-64-dense-expm],numpy-64-dense-expm,False,perf_counter,5,1.0,5e-06,False,0.0040203509999798825,0.05156643399999439,0.012811239416663511,0.013609603158973334,12,0.009122210999990443,0.0041314735000099745,0.005781596500000319,0.009913070000010293,2,2,2;2,0.0040203509999798825,0.027107365999995636,78.05646022814196,0.15373487299996214,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],64,dense,expm,numpy
22,numpy-64-sparse,test_linear_algebra_unary[numpy-64-sparse-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-64-sparse-eigenvalues],numpy-64-sparse-eigenvalues,False,perf_counter,5,1.0,5e-06,False,0.00023758599999723629,0.000898656000003939,0.00032651586406743163,0.00017893060153367234,949,0.0002414989999977024,1.2938500027814825e-05,0.00024038599999443022,0.00025332450002224505,226,90,90;226,0.00023758599999723629,0.00042673799998738104,3062.638328021579,0.30986355499999263,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],64,sparse,eigenvalues,numpy
23,numpy-64-sparse,test_linear_algebra_unary[numpy-64-sparse-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-64-sparse-expm],numpy-64-sparse-expm,False,perf_counter,5,1.0,5e-06,False,0.007179156999995939,0.11822546700000203,0.05879431783332952,0.02880311499397542,12,0.06296349649998945,0.032784173999985455,0.041117045500001836,0.07390121949998729,0,3,3;0,0.007179156999995939,0.11822546700000203,17.00844634059376,0.7055318139999542,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],64,sparse,expm,numpy
24,numpy-128-dense,test_linear_algebra_unary[numpy-128-dense-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-128-dense-eigenvalues],numpy-128-dense-eigenvalues,False,perf_counter,5,1.0,5e-06,False,0.0024551330000122107,0.0047500469999874895,0.0027100315075754347,0.0005685957842069806,132,0.0025074059999923293,1.77765000017871e-05,0.002496931499990751,0.002514707999992538,30,14,14;30,0.0024792579999939335,0.002558290000024499,368.9993998979972,0.35772415899995735,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],128,dense,eigenvalues,numpy
25,numpy-128-dense,test_linear_algebra_unary[numpy-128-dense-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-128-dense-expm],numpy-128-dense-expm,False,perf_counter,5,1.0,5e-06,False,0.015287169999993466,0.10562265100000445,0.053854826272726086,0.03634508394073979,11,0.04068048100000965,0.0686786087499911,0.02125623474999827,0.08993484349998937,0,3,3;0,0.015287169999993466,0.10562265100000445,18.56843795087004,0.592403088999987,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],128,dense,expm,numpy
26,numpy-128-sparse,test_linear_algebra_unary[numpy-128-sparse-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-128-sparse-eigenvalues],numpy-128-sparse-eigenvalues,False,perf_counter,5,1.0,5e-06,False,0.0020621330000096805,0.006438922999990382,0.0022438523695657493,0.0006958601608268377,230,0.002080108000001246,6.740999992871366e-06,0.0020768230000101084,0.00208356400000298,22,13,13;22,0.002070212000006677,0.0020962349999820162,445.66211822283526,0.5160860450001223,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],128,sparse,eigenvalues,numpy
27,numpy-128-sparse,test_linear_algebra_unary[numpy-128-sparse-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-128-sparse-expm],numpy-128-sparse-expm,False,perf_counter,5,1.0,5e-06,False,0.014890133999983846,0.12280687000000512,0.05545320200000248,0.04316964057647954,12,0.0359898380000061,0.0784788804999863,0.016080171500007623,0.09455905199999393,0,3,3;0,0.014890133999983846,0.12280687000000512,18.033223762262732,0.6654384240000297,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],128,sparse,expm,numpy
28,numpy-256-dense,test_linear_algebra_unary[numpy-256-dense-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-256-dense-eigenvalues],numpy-256-dense-eigenvalues,False,perf_counter,5,1.0,5e-06,False,0.013601641000008158,0.02283304499999872,0.014221774822217665,0.0018782462353305962,45,0.013869003999985807,0.000252883999991127,0.013654506999991156,0.013907390999982283,3,2,2;3,0.013601641000008158,0.014318993000017599,70.31471194704696,0.6399798669997949,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],256,dense,eigenvalues,numpy
29,numpy-256-dense,test_linear_algebra_unary[numpy-256-dense-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-256-dense-expm],numpy-256-dense-expm,False,perf_counter,5,1.0,5e-06,False,0.0784967609999967,0.17189663999999993,0.12025490250000245,0.03299869261695114,10,0.11135650399999975,0.05664412100000504,0.09561192900000037,0.15225605000000542,0,4,4;0,0.0784967609999967,0.17189663999999993,8.315669292567756,1.2025490250000246,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],256,dense,expm,numpy
30,numpy-256-sparse,test_linear_algebra_unary[numpy-256-sparse-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-256-sparse-eigenvalues],numpy-256-sparse-eigenvalues,False,perf_counter,5,1.0,5e-06,False,0.01164817099999027,0.023846003000016935,0.01250010115555761,0.0025844325203240722,45,0.011887398999988363,0.00024798674998294246,0.011675535000016168,0.01192352174999911,4,3,3;4,0.01164817099999027,0.012513316999985591,79.99935260967027,0.5625045520000924,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],256,sparse,eigenvalues,numpy
31,numpy-256-sparse,test_linear_algebra_unary[numpy-256-sparse-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-256-sparse-expm],numpy-256-sparse-expm,False,perf_counter,5,1.0,5e-06,False,0.03619907699999203,0.1898266919999969,0.1046931973200003,0.046911232095967495,25,0.1146658069999944,0.07916693399999275,0.06949137925000315,0.1486583132499959,0,9,9;0,0.03619907699999203,0.1898266919999969,9.55171898078007,2.6173299330000077,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],256,sparse,expm,numpy
32,numpy-512-dense,test_linear_algebra_unary[numpy-512-dense-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-512-dense-eigenvalues],numpy-512-dense-eigenvalues,False,perf_counter,5,1.0,5e-06,False,0.04962350700000684,0.1036901260000036,0.06580497681818026,0.01781235832331495,11,0.059305365000000165,0.025694535250011086,0.05202325899999494,0.07771779425000602,0,2,2;0,0.04962350700000684,0.1036901260000036,15.196418999781871,0.7238547449999828,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],512,dense,eigenvalues,numpy
33,numpy-512-dense,test_linear_algebra_unary[numpy-512-dense-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-512-dense-expm],numpy-512-dense-expm,False,perf_counter,5,1.0,5e-06,False,0.2245540880000192,0.2990017109999883,0.2508035015999951,0.03549637140001129,5,0.2267838599999834,0.058983689499982006,0.2248318235000042,0.2838155129999862,0,1,1;0,0.2245540880000192,0.2990017109999883,3.987185161373439,1.2540175079999756,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],512,dense,expm,numpy
34,numpy-512-sparse,test_linear_algebra_unary[numpy-512-sparse-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-512-sparse-eigenvalues],numpy-512-sparse-eigenvalues,False,perf_counter,5,1.0,5e-06,False,0.04101534400001583,0.04237654099998167,0.041411007041665705,0.0002570270105326238,24,0.04139536199998872,0.0001943710000205101,0.0412876254999901,0.04148199650001061,1,3,3;1,0.04101534400001583,0.04237654099998167,24.14816908446224,0.993864168999977,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],512,sparse,eigenvalues,numpy
35,numpy-512-sparse,test_linear_algebra_unary[numpy-512-sparse-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-512-sparse-expm],numpy-512-sparse-expm,False,perf_counter,5,1.0,5e-06,False,0.15222978799999964,0.2829561179999871,0.23444700671427654,0.04635080042783228,7,0.2500766809999959,0.06211856299999141,0.20946017474999223,0.27157873774998365,0,2,2;0,0.15222978799999964,0.2829561179999871,4.265356227041586,1.6411290469999358,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],512,sparse,expm,numpy
36,numpy-1024-dense,test_linear_algebra_unary[numpy-1024-dense-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-1024-dense-eigenvalues],numpy-1024-dense-eigenvalues,False,perf_counter,5,1.0,5e-06,False,0.188874745000021,0.19910704299999793,0.1915853488333378,0.0039042393661796056,6,0.18985679300000413,0.0031246509999789396,0.18934603400001038,0.19247068499998932,1,1,1;1,0.188874745000021,0.19910704299999793,5.2196058106192185,1.1495120930000269,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],1024,dense,eigenvalues,numpy
37,numpy-1024-dense,test_linear_algebra_unary[numpy-1024-dense-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-1024-dense-expm],numpy-1024-dense-expm,False,perf_counter,5,1.0,5e-06,False,1.096835681000016,1.1745456230000002,1.1305362914,0.039740722797370606,5,1.1047870799999941,0.07206147374999006,1.101584328500003,1.1736458022499932,0,2,2;0,1.096835681000016,1.1745456230000002,0.8845359566136968,5.652681457,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],1024,dense,expm,numpy
38,numpy-1024-sparse,test_linear_algebra_unary[numpy-1024-sparse-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-1024-sparse-eigenvalues],numpy-1024-sparse-eigenvalues,False,perf_counter,5,1.0,5e-06,False,0.13725258499999882,0.2298785390000262,0.14914372112499663,0.03262312834926051,8,0.1376376454999928,0.0006283319999909054,0.13737167249999516,0.13800000449998606,1,1,1;1,0.13725258499999882,0.2298785390000262,6.704942001292196,1.193149768999973,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],1024,sparse,eigenvalues,numpy
39,numpy-1024-sparse,test_linear_algebra_unary[numpy-1024-sparse-expm],tests/test_linear_algebra.py::test_linear_algebra_unary[numpy-1024-sparse-expm],numpy-1024-sparse-expm,False,perf_counter,5,1.0,5e-06,False,0.7476150660000087,0.7520422880000126,0.7494932640000058,0.0017126844244071137,5,0.7496192840000049,0.002350375999974119,0.7481031120000168,0.7504534879999909,0,2,2;0,0.7476150660000087,0.7520422880000126,1.3342348064118055,3.7474663200000293,1,UNSERIALIZABLE[<module 'numpy' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/numpy/__init__.py'>],1024,sparse,expm,numpy
40,tensorflow-2-dense,test_linear_algebra_unary[tensorflow-2-dense-eigenvalues],tests/test_linear_algebra.py::test_linear_algebra_unary[tensorflow-2-dense-eigenvalues],tensorflow-2-dense-eigenvalues,False,perf_counter,5,1.0,5e-06,False,0.0002383290000125271,0.0004834069999901658,0.0003574450000030538,0.00010389774742602603,5,0.0003192190000049777,0.00017337049998644716,0.0002833830000099624,0.0004567534999964096,0,2,2;0,0.0002383290000125271,0.0004834069999901658,2797.6332022869437,0.001787225000015269,1,UNSERIALIZABLE[<module 'tensorflow' from '/home/kaladin/.virtualenvs/qutip-tensorflow/lib/python3.9/site-packages/tensorflow/__init__.py'>],2,dense,eigenvalues,tensorflow
